url;review
https://www.yelp.it/biz/1610-bagel-torino; Servizio rapido, ottimo rapporto qualità prezzo, buona musica di sottofondo e Gene, il proprietario, è gentile e simpaticissimo. Unica pecca posto molto piccolo e senza bagno ma i ragazzi che lo gestiscono davvero carini e disponibili! Il proprietario é molto simpatico ed attento a spiegare la filosofia del locale e la scelta degli ingredienti.
https://www.yelp.it/biz/500-calorie-torino; Il locale è carino, l'idea è originale, il personale è cortese.
https://www.yelp.it/biz/7-nani-torino; Cena in centro a Torino, locale piccolo e carino con atmosfera retrò, molto simpatiche le stampe artistiche alle pareti. Locale piccolo ma accogliente e caratteristico , personale solerte e gentile , farinata veramente super e pizze ottime . Come ciliegina sulla torta l'espressività facciale e la cordialità del proprietari ricorda molto le teste dell'isola di pasqua.
https://www.yelp.it/biz/a-casa-di-pulcinella-torino; Ambiente informale ma accogliente allo stesso tempo, personale simpatico, cordiale e gentile e ottima pizza. Locale piccolo, ma molto carino e particolare in quanto ad arredamento, atmosfera familiare. Il servizio è veloce e i camerieri moltomcordiali e disponibili.
https://www.yelp.it/biz/a-la-merenda-sinoira-torino; Il personale squisito, oltre che molto simpatico, completa quella che si può definire una serata riuscita e consigliabile. Bell'atmosfera, anche se il locale sembra non sapere che indirizzo prendere nei vari tentativi di restauro e ampliamento. ottimo servizio,ottima qualità, locale molto bello e caratteristico,e che dire....costa anche poco il che non guasta mai!
https://www.yelp.it/biz/a-picciridda-torino; Il servizio è molto giovane,simpatico e veloce,il proprietario sempre molto attento a tutto,gentile e generono,da vero siculo. Personale simpatico,tempi di attesa buoni,pulizia e accoglienza apprezzabili, prezzo...beh,un po alto!!! discretamente affollata la zona esterna, pizza e pesce sono gettonati.
https://www.yelp.it/biz/a-vucciria-torino; Unica nota bella della serata è stato il bravissimo e simpaticissimo cantante. Personale simpatico e premuroso Locale carino e adatto ad ogni evento.. In primis menzionerei la cortesia e la cordialità dei due camerieri.
https://www.yelp.it/biz/a6-sciamadda-torino; Piatti da ristorante di altro livello che, serviti in modo più informale, trasformano il prezzo da oneroso ad economico. L'unica cosa poco ligure è la cordialità, ma per il resto ci si sente davvero a casa. Location un po' spartana che lascia spazio ad un'atmosfera conviviale ricca di chiacchiere e risate tra amici.
https://www.yelp.it/biz/adonis-torino; Servizio attento e gentile, ottima idea il ventilatore /refrigeratore per areare il dehor nelle calde serate estive! Unico aspetto negativo la vicinanza dei tavoli che non permette di creare una atmosfera molto intima. Si mangia bene, si beve bene e il posto è tranquillo con una bella atmosfera.
https://www.yelp.it/biz/agnolotti-e-friends-torino; L'aspettativa porta a pensare che il locale sia rustico, caratteristico, quindi che le porzioni siano un po' più abbondanti. Insomma veramente una cena piacevole con cibo ottimo , ben cucinato e servita con professionalità e gentilezza. una serata piacevolissima cena all'aperto personale discreto ma efficiente cibo gustoso e ben presentato, titolare molto affabile.
