url;review
https://www.yelp.it/biz/zucca-torino;Buon servizio, carino il posto, cocktails ottimi, aperitivo decorato ma insoddisfacente.
https://www.yelp.it/biz/zelli-wine-bar-torino;Non e' facile trovare un buon locale con un buon servizio e questo è decisamente un Wine bar consigliatissimo.
https://www.yelp.it/biz/yu-jiasheng-torino;Il servizio è veloce e preciso, anche se la comunicazione con il personale è difficoltosa.
https://www.yelp.it/biz/younger-pub-bari;Ottimo servizio da parte del personale giovane ed accogliente..ma soprattutto complimenti per l'intrattenimento.
https://www.yelp.it/biz/waxy-torino;Selezione di birre ottima e personale cortese e subito disponibile nonostante tantissimi clienti in sala.
https://www.yelp.it/biz/walima-torino;Il servizio è veloce, il the alla menta spettacolare e il narghilè ottimo.
https://www.yelp.it/biz/vyta-torino;Il servizio è veloce e gentile (cosa assolutamente non facile da trovare...)
https://www.yelp.it/biz/vo-torino;Finalmente questo week end è stata l'occasione.
https://www.yelp.it/biz/vitelloni-torino;Parcheggio molto complicato da trovare il sabato sera essendo in centro città.
https://www.yelp.it/biz/vinolento-torino;Locale informale ma di ampio respiro ottimo servizio con personale gentile ed efficiente .
https://www.yelp.it/biz/villa-somis-torino;Ottima cena tra amici, superlativo la rivisitazione del vitel tonnè.
https://www.yelp.it/biz/tre-galline-torino-2;Il personale è molto cortese e disponibile , l'arredamento un po' datato ma tutto sommato gradevole.
https://www.yelp.it/biz/trattoria-toscana-torino;Cena con amici, peccato vedere che questo ristorante storico nel centro di Torino sia in decadenza.
https://www.yelp.it/biz/trattoria-piemontese-torino;Un po' caotico il sabato sera, ovviamente ..
https://www.yelp.it/biz/trattoria-da-cinzia-torino;Cena di un sabato sera,prenotata da amici ke frequentavano il locale in passato....
https://www.yelp.it/biz/toscano-torino-3;Cena con amici, ambiente familiare,mangiare di ottima qualità e possibilità di scegliere tra piatti tipicamente toscani e non.
https://www.yelp.it/biz/torteria-berlicabarbis-torino;Personale non sempre cortese a differenza della torteria sita in Via Catania.
https://www.yelp.it/biz/tommy-tegamino-torino;Il sabato sera il giropizza è solo su prenotazione.
https://www.yelp.it/biz/timeout-bari;Tempi di attesa piuttosto lunghi soprattutto il sabato sera, ma nel complesso ottima cena.
https://www.yelp.it/biz/tiffany-lounge-torino;Personale cortese e sollecito, prezzi modici (10 € a persona compreso il vino), serata molto piacevole.
https://www.yelp.it/biz/tiella-bari;Ideale per una cena o un pranzo veloce.
https://www.yelp.it/biz/the-duke-of-wellington-torino;Inoltre il servizio e' ottimo da parte del personale per la loro disponibilita' ed accoglienza.
https://www.yelp.it/biz/terra-di-mezzo-bari;Il giudizio finale è: forse non adatto x famiglie con bambini il sabato sera, meglio in settimana.
https://www.yelp.it/biz/teapot-torino;Personale cortese, cibo di ottima qualità - e la qualità si sente!
https://www.yelp.it/biz/taverna-i-miserabili-torino;Servizio efficiente e rapido Riso nero con merluzzo Riso nero con merluzzo Musica live Musica live
https://www.yelp.it/biz/taverna-delloca-torino;Cibo ottimo, dagli antipasti vario tipo ma sempre con l'oca quale il filo conduttore, alla rolatina d'oca con carciofi.
https://www.yelp.it/biz/tatami-bari;Posto ideale per una cena romantica o per una cena tra amici.
https://www.yelp.it/biz/taiki-bari;Tantissima varietà di roll e piatti tradizionali giapponesi accompagnati da un servizio ottimo e veloce.
https://www.yelp.it/biz/taco-bang-torino;Molto cortesi e il cibo è ottimo i tavoli sono pochi ma lavorano prevalentemente con l.asporto....
https://www.yelp.it/biz/tabit-bari;A cena tra amici, ricevendo le attenzioni dell'attento gestore e del cortese personale.
https://www.yelp.it/biz/t-bone-station-torino;Cibo ottimo, menù molto vario e che ha messo d'accordo 14 persone, prezzi nella norma e serata assolutamente piacevole!
https://www.yelp.it/biz/sushitao-bari;Provato con la formula all you can eat servizio veloce e pietanze tutte molto buone a modici prezzi
https://www.yelp.it/biz/sushi-sound-torino;Nel week end meglio prenotare con anticipo.
https://www.yelp.it/biz/stars-e-roses-torino;Buon servizio, prezzi non troppo alti ma nemmeno popolari, ambiente elegante, posizione comoda.
https://www.yelp.it/biz/st-martin-torino;Se volete passare un bel sabato sera questo posto è ottimo!
https://www.yelp.it/biz/spaghetteria-70cento-bari;Il locale sabato sera era pieno, nessuno si è lamentato dei tempi di attesa.
https://www.yelp.it/biz/spada-reale-torino;Il servizio è stato veloce il giusto ed il menù molto ben illustrato dal giovane Armando, gentile e professionale.
https://www.yelp.it/biz/soup-e-go-torino;Ottimo per un pranzo veloce o una veneta con gli amici.
https://www.yelp.it/biz/sotto-la-mole-torino;Sabato sera era pieno e il servizio è stato un po' disorganizzato.
https://www.yelp.it/biz/solferino-torino;Il ristorante Solferino è in un locale elegante con un ottimo servizio ai tavoli.
https://www.yelp.it/biz/sir-francis-drake-torino;Locale molto carino e accogliente...Servizio impeccabile...Cibo ottimo...Proprietari sempre molto cortesi...e con possibilità di vedere partite di Campionato e Champions.
https://www.yelp.it/biz/singapore-torino;E' tutto veramente buono e il servizio ottimo.
https://www.yelp.it/biz/simini-giuliano-torino;Ottimo servizio, locale carino.. ma sopratutto pesce di altissimo livello!
https://www.yelp.it/biz/signorvino-torino;IL locale e situato in una delle principali vie dello shopping di Torino con alcuni tavoli anche all'esterno .
https://www.yelp.it/biz/sicomoro-torino;Cena tra amici in una grande tavolata: chi pesce, chi carne, chi sushi, chi pasta.
https://www.yelp.it/biz/sicily-bar-torino;A cena con amici siciliani che garantivano per il locale.
https://www.yelp.it/biz/sibir-torino-2;Bella cena fra amici, bel locale personale preparato e disponibile il menù molto vario ti porta verso posti lontani
https://www.yelp.it/biz/shore-torino;Anche se di sabato sera e il locale è stracolmo tutto fila alla perfezione.
https://www.yelp.it/biz/shizen-torino;Consigliato per una buona cena tra amici, ma anche per una cena romantica!
https://www.yelp.it/biz/sharazad-torino;Arrivo trafelato... e molti tavoli sono vuoti e saranno vuoti anche al momento dell'uscita alle 21.30 di sabato sera.
https://www.yelp.it/biz/shannon-torino;Per una sera tra amici va bene.
https://www.yelp.it/biz/shamrock-inn-torino;Il locale è molto bello ed originale il cibo è ottimo e che dire delle birre....una più buona dell'altra.
https://www.yelp.it/biz/shaka-brah-torino;Ottimo per un aperitivo o per una cena con gli amici.
https://www.yelp.it/biz/sfashion-cafe-torino;I tavoli all'esterno in estate sono i più ambiti.
https://www.yelp.it/biz/seven-up-torino;Qualità del cibo nella media - prezzi corretti - servizio veloce sicuramente si può trovare di meglio in zona
https://www.yelp.it/biz/sciuscia-pizzeria-torino;sabato sera a cena con amici da sciuscia.ristorante in pieno centro di torino!
https://www.yelp.it/biz/scannabue-torino;Unica pecca l'attesa tra il primo e il secondo ma era sabato sera ed il locale era pieno.
https://www.yelp.it/biz/sara-caffetteria-torino;Invito a cena da amici : serata molto simpatica e divertente!
https://www.yelp.it/biz/sandrino-bari;I camerieri sono gentili e simpatici e il locale originale anche se piccolo.
https://www.yelp.it/biz/sa-corte-noa-torino;Personale molto cortese che più volte è passato a chiedere se tutto andasse bene.
https://www.yelp.it/biz/rossosapore-torino;In estate ci sono alcuni tavoli all'esterno.
https://www.yelp.it/biz/roar-roads-torino;Brutta esperienza per una cena fra amici che si è trasformata in lunga attesa.
https://www.yelp.it/biz/ristrot-guviol-torino;Ottimo servizio e cucina interessante che, senza essere pretenziosa, abbina molto bene sapori nuovi e gusti del territorio.
https://www.yelp.it/biz/ristoro-28-3-torino-2;Assolutamente consigliato per una cena fra amici o per coppie.
https://www.yelp.it/biz/ristoranti-tropicana-torino;Sabato sera ore otto prenotato x 13 persone.personale gentile ed educato pizza veramente buona e incredibilmente veloce!
https://www.yelp.it/biz/ristoranti-tromlin-torino;Il locale e' accogliente .Personale cortese in ambiente molto simpatico, Menù fisso in stile piemontese.
https://www.yelp.it/biz/ristoranti-alba-torino;Era un sabato sera di gennaio e quando arrivammo c'era solo un altro tavolo.
https://www.yelp.it/biz/ristorante-peppino-torino;Il personale molto cortese è disponibile e il locale si trova in una via molto suggestiva di Torino.
https://www.yelp.it/biz/ristopizza-giampaolo-bari;Buon servizio e rapporto qualità prezzo davvero eccellente
https://www.yelp.it/biz/re-sole-torino-2;Da evitare forse il week-end pieno di figli di papà, per il resto, consigliato!
https://www.yelp.it/biz/quo-vadis-torino-2;Solo note positive per questa cena con amici.
https://www.yelp.it/biz/quattro-soldi-torino;Quando la cena di lavoro si fa tra amici, come rinunciare ai 4 soldi!
https://www.yelp.it/biz/punto-pizza-di-moro-michel-torino;servizio efficiente , e ambiente confortevole e gradevole in cui ci si puo' sicuramente stacxare in pausa pranzo!!!
https://www.yelp.it/biz/primaepoi-torino-3;È possibile usufruire anche di alcuni tavoli all'esterno, su strada.
https://www.yelp.it/biz/prima-e-poi-torino;È possibile usufruire anche di alcuni tavoli all'esterno, su strada.
https://www.yelp.it/biz/premiata-osteria-dellhermada-torino;ottimo servizio,ottima qualità, locale molto bello e caratteristico,e che dire....costa anche poco il che non guasta mai!
https://www.yelp.it/biz/porto-di-savona-torino;È stata un'ottima cena tipica piemontese in centro cittá: il personale era simpatico e disponibile e il cibo ottimo.
https://www.yelp.it/biz/porcaloca-torino;E' stato un Sabato sera ottimo, con solo due nei: Il rumore del locale e la lentezza del servizio.
https://www.yelp.it/biz/poormanger-torino;Uscita di sabato sera in coppia, attesa accettabile e gentilezza da parte del personale di sala.
https://www.yelp.it/biz/ponte-regina-torino;Provato un sabato sera, abbastanza presto, locale abbastanza tranquillo.
https://www.yelp.it/biz/pollastrini-torino;Servizio veloce e piatti fatti in casa (gustosi e ricercati), ambiente familiare ed elegante al tempo stesso.
https://www.yelp.it/biz/platti-torino-2;Ottimo anche il servizio pranzo con enorme scelta di tramezzini di gran qualità fatti al momento.
https://www.yelp.it/biz/pizzeria-vecchio-forno-garibaldi-torino;Servizio veloce nonostante il locale fosse pieno e ci fossero molte persone a ritirare le pizze.
https://www.yelp.it/biz/pizzeria-vecchia-londra-torino;Nel complesso il servizio è stato abbastanza veloce,tenendo conto che il dehor era totalmente pieno.
https://www.yelp.it/biz/pizzeria-tarantini-al-cancello-rotto-bari;Pizze molto buone Servizio ottimo Cena in giardino
https://www.yelp.it/biz/pizzeria-silvestro-torino;La pizzeria il sabato sera è gremita, ma il personale è molto preparato e cordialissimo.
https://www.yelp.it/biz/pizzeria-osteria-dal-vassallo-bari;Ottimo per un pranzo veloce visto che è situato di fianco al teatro Petruzzelli e quindi in posizione centrale.
https://www.yelp.it/biz/pizzeria-la-sueva-torino-3;servizio ottimo, la titolare e' una signora molto gentile, disponibile e a modo.
https://www.yelp.it/biz/pizzeria-la-stua-torino;Il rapporto qualità prezzo è nella norma ed il servizio è ottimo, il personale è gentile e sempre disponibile.
https://www.yelp.it/biz/pizzeria-gino-torino;Il personale è molto cortese... sembra di essere da amici , trattamento sincero e senza fronzoli.
https://www.yelp.it/biz/pizzeria-giampy-di-mazzola-giuseppe-torino;Era sabato sera ed hanno fatto rotare i tavoli almeno due tre volte per il grande flusso di clienti.
https://www.yelp.it/biz/pizzeria-fratelli-la-bufala-torino;Il locale di sabato sera era praticamente vuoto...
https://www.yelp.it/biz/pizzeria-enzo-e-ciro-di-fraddosio-v-c-bari;Servizio veloce e qualità ottima.. il posto è davvero bello e pulito..
https://www.yelp.it/biz/pizzeria-dual-torino;Pizza napoletana ottima prodotti di qualità e abbondanti servizio rapido e cortese nel fine settimana meglio prenotare.
https://www.yelp.it/biz/pizzeria-da-michele-torino;Posto affollato nel patio esterno ma il personale è cortese e veloce.
https://www.yelp.it/biz/pizzeria-da-donato-bari;Ottimo il servizio, abbastanza veloce nonostante il locale fosse pieno, per tale motivo è preferibile la prenotazione.
https://www.yelp.it/biz/pizzeria-bella-vita-torino;Cena sabato sera con frittura di pesce.
https://www.yelp.it/biz/pizzeria-baraonda-bari;Personale cortese e ambiente semplice ma accogliente!
https://www.yelp.it/biz/pizzeria-au-lapin-agile-torino-2;Cena con gli amici molto buona e con varia scelta di piatti.
https://www.yelp.it/biz/pizzeria-amalfi-torino;Il servizio è stato veloce e la pizza più che accettabile, ad un giusto prezzo.
https://www.yelp.it/biz/pizzeria-aladino-bari;Qualità prezzo top...si mangia abbastanza e si paga poco...antipasti di vario genere buon servizio....altro che giampà
https://www.yelp.it/biz/pizzeria-al-buco-bari;Venuto in compagnia di amici il sabato sera, antipasti di buona qualità anche se il gateau era bruciacchiato.
https://www.yelp.it/biz/pizza-speedy-torino-2;Ottima pizza e buon servizio di asporto.
https://www.yelp.it/biz/pizza-speedy-torino;Era sabato sera e c'era gente, ma comunque l'attesa per una pizza è stata superiore alle aspettative.
https://www.yelp.it/biz/pizza-pistrocchio-torino;Il servizio è molto buono e veloce e i prezzi sono validissimi!!
https://www.yelp.it/biz/piu-di-un-gelato-torino;Anche il servizio è molto efficiente e gentile.
https://www.yelp.it/biz/pistacchio-torino;Cibo ottimo, locale pulito e curato nell'arredamento, essenziale ma accogliente.
https://www.yelp.it/biz/pippo-paranza-torino;Può essere non semplice trovare parcheggio specialmente il venerdì e sabato sera.
https://www.yelp.it/biz/piper-pub-torino;Locale visitato per la prima volta di sabato sera con un gruppo di amici.
https://www.yelp.it/biz/piola-cianci-torino;Cena tra amici, locale piccolo ma accogliente, cibo ottimo, porzioni abbondanti,ottimo anche per i vini.
https://www.yelp.it/biz/perbacco-bari;Sabato sera, nella caotica movida barese, e solo due tavoli occupati.
https://www.yelp.it/biz/pepino-torino;Concordiamo giorni prima un tavolo per sabato sera.
https://www.yelp.it/biz/peperosso-torino;Cena di compleanno in 40 e di sabato sera.
https://www.yelp.it/biz/pepe-torino;Il servizio molto veloce e cortese con dei giovani simpatici e pronti a consigliati , (bene) da tornare.
https://www.yelp.it/biz/pastis-torino;Ottimo servizio sempre gentili puntuali e disponibili in un contesto meraviglioso e fresco per serate all'aperto da primavera all'autunno.
https://www.yelp.it/biz/pastis-2020-torino;Ottimo servizio sempre gentili puntuali e disponibili in un contesto meraviglioso e fresco per serate all'aperto da primavera all'autunno.
https://www.yelp.it/biz/pastificio-defilippis-torino;Il personale è molto cortese e la varietà di proposte è notevole... ovviamente offre vini e pietanze del luogo.
https://www.yelp.it/biz/pasticceria-venier-torino;Personale molto cortese e prezzi non bassi ma commisurati alla qualità medio-alta di quanto proposto.
https://www.yelp.it/biz/pasta-mon-amour-torino;Cena un sabato sera di aprile con un'amica come turiste.
https://www.yelp.it/biz/passamaneria-torino;Complessivamente e un buon locale anche per una cena tra amici.
https://www.yelp.it/biz/pantagruel-torino;Nei week end meglio prenotare, spesso è full.
https://www.yelp.it/biz/panperfocaccia-torino-2;Di sabato sera molto affollato con spazi ristretti meglio prenotare cucina e pizze buone servizio cordiale e veloce.
https://www.yelp.it/biz/pan-cafe-torino;Cibo ottimo e abbondante, gran bollito e bagna cauda squisiti.
https://www.yelp.it/biz/pai-bikery-torino;Un locale particolare ottimo sia per gustare un pranzo veloce sia per un caffè (magari affiancato da qualche torta).
https://www.yelp.it/biz/paese-zhou-torino-2;Unica nota il personale potrebbe essere un po' più cortese, ma magari era solo il giorno sbagliato.
